      -0.00912      -0.03329      -0.07314      -0.13884      -0.24715      -0.42574      -0.72017      -1.20561      -2.00596      -3.17235      -4.50875      -5.84515      -7.18155      -8.51795      -9.85435
     276.32276     277.05294     277.50554     278.18986     279.16990     280.49968     282.36754     285.21152     289.43560     293.73189     295.61622     296.06196     295.94706     295.66939     295.46830
     274.05838     274.51822     275.28182     276.39510     277.91740     279.85877     282.17635     285.13742     289.33286     293.63346     295.55516     296.03096     295.93799     295.67348     295.47855
     273.49264     273.85722     274.41775     275.33533     276.79282     278.94867     281.74514     285.01302     289.23089     293.53644     295.49407     295.99951     295.92844     295.67718     295.48848
     275.63082     275.69452     275.81756     276.13919     276.91035     278.53503     281.28243     284.82497     289.12491     293.44064     295.43299     295.96764     295.91842     295.68048     295.49809
     278.03136     277.96871     277.90695     277.90616     278.13546     278.98918     281.10131     284.61814     289.01200     293.34574     295.37194     295.93537     295.90794     295.68340     295.50737
     279.82722     279.72356     279.57993     279.42008     279.36324     279.75534     281.25190     284.46164     288.89447     293.25141     295.31094     295.90271     295.89700     295.68592     295.51632
     282.33692     282.09888     281.75697     281.31575     280.86912     280.73380     281.62191     284.39011     288.77840     293.15754     295.24997     295.86968     295.88561     295.68805     295.52493
     281.76101     281.80265     281.84112     281.84600     281.77581     281.69143     282.15829     284.41556     288.67072     293.06429     295.18904     295.83630     295.87378     295.68978     295.53320
     280.76387     280.87312     281.03901     281.27594     281.58277     281.95189     282.58830     284.51559     288.57722     292.97209     295.12816     295.80259     295.86152     295.69112     295.54114
     280.87524     280.93101     281.01894     281.17591     281.45566     281.94400     282.79963     284.63291     288.49951     292.88145     295.06737     295.76856     295.84882     295.69207     295.54873
     280.89242     280.96116     281.07297     281.25353     281.54449     282.03183     282.92556     284.73539     288.43542     292.79285     295.00673     295.73423     295.83571     295.69263     295.55598
     280.85419     280.92673     281.04490     281.23780     281.55588     282.09139     283.02601     284.82131     288.38204     292.70662     294.94629     295.69962     295.82219     295.69279     295.56288
     280.66535     280.76329     280.91360     281.15249     281.52863     282.12231     283.10047     284.89198     288.33693     292.62295     294.88614     295.66475     295.80826     295.69257     295.56943
     279.62298     279.93818     280.23138     280.66591     281.26958     282.05615     283.13937     284.94760     288.29807     292.54192     294.82634     295.62963     295.79394     295.69196     295.57563
     277.88802     278.21279     278.70561     279.42368     280.40488     281.63689     283.06695     284.98062     288.26347     292.46355     294.76697     295.59431     295.77923     295.69096     295.58148
     277.16917     277.42734     277.84444     278.50795     279.52863     280.99078     282.81516     284.96822     288.23014     292.38775     294.70808     295.55880     295.76414     295.68957     295.58697
     276.79353     277.05077     277.44458     278.07452     279.05533     280.51220     282.49351     284.89913     288.19397     292.31431     294.64973     295.52313     295.74869     295.68781     295.59210
     275.63688     275.99750     276.51853     277.31473     278.47699     280.08055     282.18444     284.78746     288.15156     292.24287     294.59196     295.48733     295.73288     295.68566     295.59688
     274.00731     274.41465     275.07076     276.07028     277.51237     279.44056     281.82719     284.64305     288.10106     292.17300     294.53477     295.45142     295.71673     295.68313     295.60130
     273.18166     273.54581     274.14242     275.09977     276.56766     278.66404     281.36499     284.45853     288.04088     292.10424     294.47817     295.41543     295.70024     295.68023     295.60535
     273.15000     273.52729     274.00563     274.79221     276.06491     278.05436     280.87126     284.23071     287.96900     292.03609     294.42213     295.37938     295.68343     295.67696     295.60905
     273.14133     273.61518     274.03796     274.73173     275.87333     277.70713     280.45419     283.97671     287.88421     291.96804     294.36662     295.34329     295.66631     295.67332     295.61239
     273.15000     273.41511     273.84588     274.55722     275.69392     277.46840     280.13124     283.72066     287.78715     291.89957     294.31157     295.30717     295.64888     295.66931     295.61536
     272.80535     273.14976     273.51749     274.25233     275.41311     277.20134     279.85228     283.47502     287.67983     291.83030     294.25691     295.27103     295.63117     295.66494     295.61797
     272.62777     273.12743     273.37147     274.05845     275.16881     276.92602     279.58185     283.23958     287.56437     291.75993     294.20255     295.23488     295.61318     295.66022     295.62022
     272.90029     273.04004     273.49942     274.09046     275.09164     276.74728     279.33959     283.01323     287.44246     291.68827     294.14843     295.19872     295.59493     295.65514     295.62211
     273.07938     273.14850     273.64414     274.21390     275.14890     276.68162     279.15334     282.80094     287.31574     291.61522     294.09445     295.16254     295.57641     295.64971     295.62364
     273.68006     274.11389     274.30090     274.64724     275.32926     276.66726     279.01811     282.60870     287.18610     291.54074     294.04055     295.12635     295.55764     295.64394     295.62481
     273.32711     273.54794     273.91239     274.49726     275.40596     276.78052     278.96293     282.44204     287.05554     291.46486     293.98665     295.09013     295.53862     295.63783     295.62562
     273.66451     273.84199     274.13080     274.60453     275.38937     276.71152     278.89515     282.30075     286.92623     291.38772     293.93269     295.05386     295.51937     295.63138     295.62608
     273.87875     274.02085     274.26599     274.69216     275.43281     276.70604     278.82876     282.17422     286.79939     291.30950     293.87863     295.01755     295.49988     295.62459     295.62617
     274.63968     274.73102     274.89510     275.19693     275.76129     276.82812     278.79580     282.06150     286.67569     291.23039     293.82442     294.98117     295.48017     295.61749     295.62591
     275.25427     275.36858     275.49247     275.72476     276.16841     277.06660     278.83678     281.97000     286.55599     291.15060     293.77006     294.94471     295.46022     295.61005     295.62530
     276.07268     276.21567     276.25460     276.35620     276.63999     277.35946     278.93723     281.90658     286.44165     291.07038     293.71551     294.90816     295.44006     295.60229     295.62434
     277.75778     277.67321     277.55421     277.43367     277.42527     277.82192     279.11040     281.87476     286.33422     290.98999     293.66080     294.87151     295.41967     295.59422     295.62302
     278.13662     278.18301     278.18570     278.19660     278.24644     278.47908     279.40692     281.88489     286.23557     290.90976     293.60591     294.83475     295.39906     295.58584     295.62136
     276.34375     276.78770     277.09182     277.52710     278.08940     278.74268     279.71214     281.94141     286.14811     290.83006     293.55089     294.79786     295.37822     295.57714     295.61934
     276.61202     276.75680     276.94140     277.23908     277.72893     278.54504     279.81701     282.01011     286.07288     290.75134     293.49577     294.76086     295.35717     295.56814     295.61698
     276.80676     277.06426     277.17517     277.38413     277.78345     278.52769     279.83158     282.05711     286.00767     290.67396     293.44060     294.72372     295.33590     295.55883     295.61428
     274.95097     275.30845     275.79235     276.46233     277.32938     278.41386     279.83824     282.08520     285.94957     290.59815     293.38545     294.68646     295.31441     295.54921     295.61124
     273.15000     273.30332     273.86667     274.82410     276.17524     277.82679     279.69020     282.08583     285.89612     290.52401     293.33038     294.64908     295.29270     295.53930     295.60786
     272.86055     273.15000     273.49974     274.19171     275.32608     277.05673     279.33620     282.03041     285.84359     290.45153     293.27544     294.61159     295.27077     295.52908     295.60414
     273.15000     273.32765     273.77368     274.31799     275.22926     276.71937     278.97976     281.91468     285.78716     290.38051     293.22070     294.57399     295.24863     295.51858     295.60009
     273.26156     273.61252     273.91693     274.41541     275.23667     276.59113     278.73896     281.77177     285.72401     290.31060     293.16617     294.53629     295.22627     295.50778     295.59570
     273.60818     273.73044     274.01116     274.48765     275.24648     276.51212     278.57741     281.62815     285.65417     290.24145     293.11188     294.49852     295.20370     295.49668     295.59099
     273.65717     273.81126     274.07626     274.50539     275.22493     276.45110     278.45857     281.49420     285.57901     290.17275     293.05782     294.46067     295.18092     295.48530     295.58594
     275.14252     275.18978     275.20131     275.27178     275.59462     276.51596     278.37751     281.37271     285.50011     290.10431     293.00398     294.42275     295.15793     295.47363     295.58056
     277.11025     276.98620     276.83199     276.68795     276.67915     277.08712     278.45972     281.27714     285.41931     290.03598     292.95035     294.38478     295.13475     295.46168     295.57487
     275.25518     275.70146     276.04104     276.48971     277.01802     277.62678     278.72228     281.23758     285.34007     289.96776     292.89690     294.34675     295.11136     295.44944     295.56884
     274.09016     274.39729     274.79066     275.39081     276.25292     277.38874     278.84718     281.24245     285.26652     289.89980     292.84363     294.30868     295.08778     295.43692     295.56250
     273.53287     273.69448     274.06415     274.70643     275.65141     276.97334     278.74878     281.23756     285.19923     289.83235     292.79052     294.27057     295.06400     295.42413     295.55584
     273.11981     273.41886     273.76063     274.33434     275.24462     276.61569     278.55636     281.19733     285.13543     289.76556     292.73759     294.23242     295.04004     295.41106     295.54887
     273.32678     273.50706     273.81266     274.29193     275.08287     276.37626     278.35660     281.12438     285.07198     289.69948     292.68484     294.19423     295.01590     295.39772     295.54157
     273.85452     274.00045     274.23386     274.57227     275.18009     276.30276     278.20525     281.03303     285.00689     289.63402     292.63230     294.15601     294.99156     295.38411     295.53397
     275.44342     275.43583     275.39050     275.41461     275.68450     276.48044     278.15083     280.94230     284.93973     289.56906     292.57995     294.11776     294.96706     295.37023     295.52606
     275.94614     276.24085     276.28496     276.37297     276.56188     277.02477     278.26861     280.87719     284.87177     289.50451     292.52780     294.07949     294.94238     295.35609     295.51784
     275.22771     275.48217     275.72876     276.06382     276.52038     277.22901     278.45719     280.85805     284.80610     289.44038     292.47585     294.04121     294.91752     295.34168     295.50931
     274.74035     274.89730     275.15915     275.58827     276.25027     277.18410     278.54218     280.86318     284.74534     289.37679     292.42410     294.00290     294.89250     295.32702     295.50048
     273.62161     274.23816     274.57813     275.10614     275.89157     276.99057     278.52140     280.86552     284.68963     289.31392     292.37255     293.96459     294.86732     295.31210     295.49135
     275.62405     275.59727     275.58632     275.65955     275.97734     276.83019     278.42592     280.84877     284.63741     289.25190     292.32122     293.92627     294.84197     295.29692     295.48192
     276.30427     276.33387     276.38390     276.47711     276.68188     277.19918     278.45101     280.82208     284.58691     289.19077     292.27013     293.88794     294.81647     295.28150     295.47219
     279.27817     279.01552     278.63357     278.14183     277.68371     277.67867     278.61127     280.81739     284.53849     289.13054     292.21930     293.84962     294.79081     295.26582     295.46217
     280.17618     280.05041     279.84605     279.52860     279.09650     278.71765     279.00864     280.86026     284.49453     289.07127     292.16873     293.81130     294.76500     295.24990     295.45186
